company_id,type,rule_id,text,confidence_pct
UNIONBANK,con,con_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,86
UNITDSPR,pro,pro_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
UNITDSPR,pro,pro_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
UNITDSPR,con,con_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74
VBL,pro,pro_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
VBL,pro,pro_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
VBL,pro,pro_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
VBL,pro,pro_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
VBL,con,con_00,Some financial indicators require continued monitoring as source history is incomplete,61
VEDL,pro,pro_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
VEDL,pro,pro_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
VEDL,con,con_00,Some financial indicators require continued monitoring as source history is incomplete,61
WIPRO,pro,pro_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
WIPRO,pro,pro_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
WIPRO,con,con_00,Some financial indicators require continued monitoring as source history is incomplete,61
ZOMATO,pro,pro_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
ZOMATO,pro,pro_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
ZOMATO,con,con_00,Some financial indicators require continued monitoring as source history is incomplete,61
ZYDUSLIFE,pro,pro_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,82
ZYDUSLIFE,pro,pro_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
ZYDUSLIFE,pro,pro_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ZYDUSLIFE,con,con_00,Some financial indicators require continued monitoring as source history is incomplete,61
